timestamp,zone_id,worker_name,risk_label,temperature,gas_level,vibration,pressure,noise_level,anomaly_score,is_anomaly
2026-06-21 16:13:14.664903,Assembly Point,Rahul Sharma,Medium,21.99,21.44,2.41,2.92,46.86,-0.04044873303971097,True
2026-06-30 00:58:14.664903,Zone-C,Meera Joshi,Medium,20.0,93.78,2.77,4.99,80.81,-0.03967031861273573,True
2026-07-06 01:23:14.664903,Zone-A,Karan Singh,Critical,34.2,86.38,9.51,5.3,81.17,-0.039016778649037964,True
2026-06-22 23:03:14.664903,Assembly Point,Neha Verma,Medium,55.82,12.84,0.5,3.09,71.39,-0.038659379482443135,True
2026-07-06 21:48:14.664903,Furnace Area,Amit Kumar,Critical,39.61,81.62,8.28,6.23,96.75,-0.03847499658855347,True
2026-06-29 22:18:14.664903,Assembly Point,Rahul Sharma,Low,52.77,32.29,0.98,3.82,55.84,-0.03769108854731196,True
2026-06-30 04:38:14.664903,Assembly Point,Karan Singh,Low,25.62,15.06,2.23,2.37,53.99,-0.03628872331429811,True
2026-07-01 01:03:14.664903,Furnace Area,Fatima Khan,Medium,58.9,34.9,9.46,4.36,85.45,-0.03610129387324912,True
2026-07-01 15:38:14.664903,Assembly Point,Amit Kumar,Low,26.16,5.0,1.32,4.12,53.49,-0.03590942028764055,True
2026-07-05 13:08:14.664903,Chemical Storage,Priya Reddy,High,38.12,102.39,1.28,3.51,78.98,-0.03558759726902183,True
2026-07-03 22:58:14.664903,Zone-C,Rahul Sharma,Medium,33.93,16.02,7.92,8.64,78.8,-0.03551354756185976,True
2026-06-26 04:48:14.664903,Assembly Point,Neha Verma,Low,28.51,8.56,5.04,2.33,58.04,-0.03542776418394877,True
2026-06-26 15:18:14.664903,Chemical Storage,Neha Verma,Critical,58.37,103.42,2.86,5.12,71.23,-0.03538895469340664,True
2026-06-23 22:08:14.664903,Assembly Point,Vikram Rao,Low,20.0,36.71,4.6,4.81,54.65,-0.0353614235114309,True
2026-07-03 11:38:14.664903,Furnace Area,Anjali Das,High,61.98,6.74,2.41,3.66,97.29,-0.03488608713201902,True
2026-07-01 22:18:14.664903,Assembly Point,Priya Reddy,Low,22.97,26.78,0.5,3.15,57.55,-0.03453647206502586,True
2026-06-26 14:53:14.664903,Furnace Area,Anjali Das,High,45.01,32.57,9.58,6.14,99.23,-0.03432863883423687,True
2026-06-26 08:18:14.664903,Furnace Area,Sneha Patel,Critical,33.91,46.95,8.48,8.01,96.66,-0.034251441791720016,True
2026-07-07 20:33:14.664903,Assembly Point,Anjali Das,Low,28.22,24.19,3.83,1.96,50.8,-0.03415353580030578,True
2026-07-02 07:43:14.664903,Assembly Point,Amit Kumar,Low,20.0,8.76,2.91,3.66,60.73,-0.03400112332088656,True
2026-07-02 15:28:14.664903,Furnace Area,Arjun Nair,Critical,48.62,16.7,7.78,8.09,94.99,-0.033693133280228715,True
2026-06-28 10:33:14.664903,Furnace Area,Fatima Khan,High,54.18,78.07,5.12,7.35,94.39,-0.03367284381041702,True
2026-06-24 13:08:14.664903,Assembly Point,Rohit Gupta,Low,20.0,24.75,1.54,1.82,67.17,-0.03366172846467674,True
2026-07-02 21:08:14.664903,Furnace Area,Neha Verma,High,42.09,78.99,7.87,5.55,103.9,-0.033317191642152966,True
2026-06-23 00:08:14.664903,Zone-C,Arjun Nair,Low,28.24,5.93,3.03,9.22,85.62,-0.03253198430859183,True
2026-06-24 16:43:14.664903,Furnace Area,Arjun Nair,Medium,62.96,29.09,6.45,4.22,98.52,-0.032170993405907455,True
2026-06-22 21:23:14.664903,Assembly Point,Neha Verma,Low,23.0,5.39,1.69,2.61,68.6,-0.03173144966147934,True
2026-07-05 19:38:14.664903,Assembly Point,Vikram Rao,Low,50.14,33.58,1.55,3.06,52.82,-0.0314951102630735,True
2026-06-24 01:58:14.664903,Chemical Storage,Meera Joshi,High,48.46,108.95,1.41,6.58,73.2,-0.031023852336314994,True
2026-06-28 05:43:14.664903,Assembly Point,Meera Joshi,Low,20.0,22.97,1.14,2.52,67.21,-0.031001564103273704,True
2026-07-05 18:28:14.664903,Furnace Area,Fatima Khan,Medium,50.07,48.61,7.09,7.0,105.96,-0.030867351563993006,True
2026-06-28 15:13:14.664903,Assembly Point,Vikram Rao,Low,25.35,23.76,2.3,1.71,57.15,-0.030764874214054605,True
2026-06-26 14:33:14.664903,Furnace Area,Amit Kumar,Medium,53.63,42.13,10.96,4.23,79.39,-0.03040570142198684,True
2026-07-03 18:08:14.664903,Assembly Point,Amit Kumar,Low,24.2,5.34,0.5,5.38,67.01,-0.03029073696775253,True
2026-06-26 05:13:14.664903,Assembly Point,Amit Kumar,Low,21.59,25.9,0.5,2.54,65.0,-0.03020470898821992,True
2026-07-05 18:38:14.664903,Assembly Point,Neha Verma,Low,30.92,14.77,0.5,1.74,59.78,-0.030034761404035826,True
2026-06-25 00:13:14.664903,Assembly Point,Vikram Rao,Low,46.17,12.58,0.55,1.43,66.08,-0.02996553417665304,True
2026-06-26 03:48:14.664903,Chemical Storage,Arjun Nair,Critical,46.06,64.95,0.5,8.33,83.63,-0.029802400768973558,True
2026-07-04 20:48:14.664903,Furnace Area,Fatima Khan,Medium,55.4,37.66,3.78,10.37,68.81,-0.029635480814777404,True
2026-06-23 23:03:14.664903,Furnace Area,Amit Kumar,Critical,52.01,22.65,7.96,5.19,102.74,-0.029627875498003386,True
2026-07-05 22:23:14.664903,Assembly Point,Karan Singh,Low,28.36,20.23,1.46,1.35,56.48,-0.028713436853415875,True
2026-07-07 02:48:14.664903,Assembly Point,Anjali Das,Low,52.86,17.04,1.14,2.1,67.93,-0.028599029545999244,True
2026-06-29 22:53:14.664903,Zone-A,Meera Joshi,High,33.81,86.61,0.76,3.88,87.05,-0.02833012125223433,True
2026-06-23 08:58:14.664903,Assembly Point,Priya Reddy,Low,20.0,29.39,1.47,4.7,57.33,-0.028230545009216734,True
2026-06-21 16:08:14.664903,Zone-A,Anjali Das,Medium,40.75,27.18,0.5,9.05,68.43,-0.02816425466572492,True
2026-07-04 09:58:14.664903,Assembly Point,Fatima Khan,Low,45.57,16.7,1.23,7.55,63.33,-0.02810965464428472,True
2026-07-07 13:28:14.664903,Furnace Area,Meera Joshi,Critical,69.0,32.24,5.95,8.12,86.98,-0.02785945874378848,True
2026-06-25 02:28:14.664903,Zone-A,Rohit Gupta,Critical,33.41,89.37,3.27,7.58,62.49,-0.02778009517812685,True
2026-06-23 10:23:14.664903,Assembly Point,Sneha Patel,Low,30.38,7.23,1.49,1.81,57.16,-0.027767398395501464,True
2026-07-04 11:03:14.664903,Chemical Storage,Rohit Gupta,High,25.0,82.59,1.64,7.23,74.89,-0.027710912062217652,True
2026-06-29 14:43:14.664903,Assembly Point,Meera Joshi,Low,29.92,42.41,0.5,1.28,59.88,-0.027622082822600258,True
2026-07-02 22:33:14.664903,Zone-A,Karan Singh,Critical,53.07,110.2,2.09,6.18,86.28,-0.02726240265514046,True
2026-06-24 04:28:14.664903,Assembly Point,Neha Verma,Low,21.98,23.98,1.94,2.82,56.01,-0.027180628076450053,True
2026-06-30 11:08:14.664903,Furnace Area,Anjali Das,Medium,61.81,39.43,4.12,8.47,93.41,-0.027147730338964893,True
2026-07-08 05:28:14.664903,Furnace Area,Anjali Das,High,45.92,15.34,6.47,9.43,88.21,-0.026961899742214523,True
2026-06-22 15:38:14.664903,Zone-C,Sneha Patel,Medium,54.84,102.71,4.24,4.6,71.16,-0.026786755993905342,True
2026-07-04 06:38:14.664903,Furnace Area,Karan Singh,Medium,57.82,9.26,5.13,6.05,101.47,-0.026770138171765545,True
2026-07-02 17:18:14.664903,Assembly Point,Arjun Nair,Low,24.35,21.44,0.93,3.85,53.42,-0.02657882757485097,True
2026-07-05 19:23:14.664903,Furnace Area,Karan Singh,Critical,45.77,5.0,7.72,7.99,83.11,-0.02656789754907407,True
2026-07-06 22:38:14.664903,Furnace Area,Rohit Gupta,Medium,46.05,26.71,10.31,6.22,97.35,-0.026559644744090005,True
2026-06-30 14:48:14.664903,Chemical Storage,Karan Singh,High,31.56,97.73,2.42,7.78,83.35,-0.026543585899672872,True
2026-07-02 07:33:14.664903,Assembly Point,Fatima Khan,Low,26.08,20.09,4.01,1.88,59.31,-0.026437201030483193,True
2026-07-02 19:23:14.664903,Zone-C,Priya Reddy,Critical,29.62,35.17,8.39,8.33,86.05,-0.02642940595815657,True
2026-06-28 09:43:14.664903,Furnace Area,Vikram Rao,High,58.29,27.28,4.29,8.75,72.41,-0.025455632886483226,True
2026-06-23 09:28:14.664903,Furnace Area,Amit Kumar,Critical,55.6,17.51,6.25,8.71,86.89,-0.02542175041170691,True
2026-07-03 07:38:14.664903,Furnace Area,Amit Kumar,High,63.71,15.32,6.69,7.19,87.76,-0.025365944005535712,True
2026-06-23 20:18:14.664903,Assembly Point,Karan Singh,Low,20.0,17.23,1.66,5.57,63.99,-0.025320601928857878,True
2026-07-05 16:23:14.664903,Furnace Area,Amit Kumar,High,62.52,18.14,3.82,7.52,86.44,-0.0253098491527457,True
2026-07-04 15:33:14.664903,Assembly Point,Sneha Patel,Low,52.3,54.28,2.23,2.77,59.45,-0.025299468707168038,True
2026-06-22 11:53:14.664903,Zone-C,Rohit Gupta,Medium,43.44,85.93,2.4,8.27,71.17,-0.02517409474924881,True
2026-06-24 03:43:14.664903,Zone-B,Priya Reddy,Medium,29.4,101.91,1.75,3.45,80.14,-0.025052826419693974,True
2026-06-22 11:13:14.664903,Assembly Point,Amit Kumar,Low,20.0,17.76,0.5,4.71,70.44,-0.024739339085343648,True
2026-06-27 11:38:14.664903,Zone-A,Amit Kumar,Medium,38.32,58.8,3.58,9.68,94.79,-0.024362634258078386,True
2026-06-29 11:33:14.664903,Zone-B,Vikram Rao,Medium,23.79,48.54,0.5,2.82,78.69,-0.02434141883946961,True
2026-06-23 12:03:14.664903,Furnace Area,Fatima Khan,High,51.69,36.59,8.37,8.19,83.19,-0.024253214642967813,True
2026-06-28 00:53:14.664903,Assembly Point,Vikram Rao,Low,26.66,37.9,0.5,1.89,61.58,-0.024107541307283986,True
2026-06-28 20:38:14.664903,Zone-A,Priya Reddy,High,52.15,61.45,3.59,9.76,83.17,-0.024095780163406855,True
2026-06-27 06:38:14.664903,Furnace Area,Fatima Khan,High,65.19,40.59,5.87,7.61,96.38,-0.023466015979044075,True
2026-06-21 13:48:14.664903,Furnace Area,Anjali Das,Medium,56.97,17.84,8.04,3.85,83.53,-0.023295144391052736,True
2026-06-24 08:33:14.664903,Zone-B,Fatima Khan,Medium,21.08,39.15,3.59,9.36,76.11,-0.02307068952719271,True
2026-06-23 15:28:14.664903,Furnace Area,Anjali Das,Medium,68.13,13.62,6.8,6.21,89.39,-0.022803595159574974,True
2026-06-21 04:38:14.664903,Chemical Storage,Anjali Das,Medium,65.6,48.3,1.79,4.4,61.13,-0.022716472690612055,True
2026-06-28 17:28:14.664903,Chemical Storage,Sneha Patel,Low,41.73,43.25,0.5,9.17,78.33,-0.022675291482297744,True
2026-07-04 05:33:14.664903,Assembly Point,Priya Reddy,Low,28.77,5.21,0.61,2.2,71.69,-0.022458923448284485,True
2026-07-03 18:58:14.664903,Zone-C,Karan Singh,Low,28.06,49.2,3.3,2.44,99.25,-0.022372331780139976,True
2026-06-28 02:53:14.664903,Assembly Point,Karan Singh,Low,32.45,5.41,1.21,2.82,52.22,-0.022281026077243582,True
2026-06-22 03:28:14.664903,Zone-C,Amit Kumar,Medium,54.2,88.76,4.78,4.0,89.36,-0.02227114899896232,True
2026-06-24 13:48:14.664903,Furnace Area,Amit Kumar,High,51.25,28.73,11.08,4.52,88.98,-0.02196815975529376,True
2026-06-29 22:08:14.664903,Furnace Area,Rahul Sharma,High,59.09,13.75,6.93,7.07,93.98,-0.021921593449294563,True
2026-07-06 09:48:14.664903,Furnace Area,Karan Singh,High,54.98,27.01,7.87,7.58,74.11,-0.021374213053577562,True
2026-07-05 20:23:14.664903,Furnace Area,Arjun Nair,Medium,62.01,34.15,7.9,7.49,83.53,-0.021359993437678138,True
2026-06-30 22:23:14.664903,Assembly Point,Karan Singh,Low,25.77,26.28,1.41,2.16,54.38,-0.021263990546833034,True
2026-07-05 07:13:14.664903,Assembly Point,Karan Singh,Low,35.55,5.0,1.9,1.75,58.39,-0.021212689582091437,True
2026-07-06 23:53:14.664903,Assembly Point,Meera Joshi,Low,25.07,5.0,0.82,4.58,62.0,-0.02115297604037536,True
2026-06-27 09:08:14.664903,Assembly Point,Rahul Sharma,Medium,27.09,14.47,0.5,1.69,70.03,-0.020684888983017458,True
2026-06-27 07:23:14.664903,Furnace Area,Meera Joshi,Critical,53.69,20.54,3.9,9.28,93.48,-0.020578653817273196,True
2026-07-04 03:43:14.664903,Furnace Area,Meera Joshi,Critical,63.04,30.55,6.64,5.39,99.34,-0.020500108275965157,True
2026-07-07 18:13:14.664903,Furnace Area,Karan Singh,Medium,51.58,23.61,10.66,5.1,70.8,-0.02048650373623484,True
2026-06-30 20:13:14.664903,Furnace Area,Rahul Sharma,Medium,50.43,84.93,5.2,5.88,96.47,-0.02020500218950827,True
2026-07-02 05:03:14.664903,Furnace Area,Sneha Patel,High,55.15,26.63,5.59,7.23,103.36,-0.020126258784533113,True
2026-06-22 01:38:14.664903,Chemical Storage,Rahul Sharma,High,37.87,98.19,2.53,6.49,64.79,-0.020096860851296472,True
2026-06-28 12:23:14.664903,Assembly Point,Rohit Gupta,Low,25.96,5.0,1.87,2.97,58.14,-0.02004256343959465,True
2026-07-06 19:33:14.664903,Furnace Area,Neha Verma,Medium,50.56,20.75,8.65,5.41,97.22,-0.019957535340447086,True
2026-07-04 06:13:14.664903,Assembly Point,Rahul Sharma,Low,24.3,5.0,1.51,3.05,64.37,-0.019845556513640172,True
2026-06-26 00:08:14.664903,Furnace Area,Anjali Das,High,58.24,12.31,5.83,7.57,92.19,-0.01969928547337263,True
2026-06-26 08:58:14.664903,Assembly Point,Arjun Nair,Low,23.13,24.46,0.5,6.03,62.4,-0.019527595895936556,True
2026-06-30 18:53:14.664903,Furnace Area,Fatima Khan,Critical,50.77,72.52,5.7,6.27,97.79,-0.019389920744694034,True
2026-07-06 21:03:14.664903,Furnace Area,Anjali Das,Medium,52.95,33.59,9.07,6.73,76.72,-0.01936830467834838,True
2026-07-01 17:23:14.664903,Furnace Area,Neha Verma,High,58.27,9.71,7.53,5.71,92.0,-0.018986249827150026,True
2026-06-29 12:03:14.664903,Assembly Point,Amit Kumar,Low,20.0,14.72,3.65,3.51,62.85,-0.018840468547135947,True
2026-07-07 06:03:14.664903,Furnace Area,Rohit Gupta,High,54.46,39.84,9.38,5.74,92.64,-0.018825272426310824,True
2026-07-07 02:28:14.664903,Chemical Storage,Anjali Das,High,33.01,92.04,1.91,8.11,74.4,-0.018205556327834715,True
2026-06-30 19:58:14.664903,Chemical Storage,Priya Reddy,Critical,46.91,86.71,7.65,5.07,69.38,-0.017722538049588565,True
2026-07-02 05:28:14.664903,Assembly Point,Arjun Nair,Low,25.85,11.97,1.14,2.57,59.55,-0.017535536519857953,True
2026-07-06 08:58:14.664903,Chemical Storage,Vikram Rao,High,37.02,105.88,2.06,5.81,61.58,-0.01751754417707363,True
2026-06-24 10:13:14.664903,Assembly Point,Meera Joshi,Low,28.31,11.36,0.5,3.46,54.68,-0.017231503595758202,True
2026-06-27 06:43:14.664903,Chemical Storage,Amit Kumar,High,43.93,97.91,1.16,6.51,78.67,-0.01702410245883812,True
2026-06-27 16:28:14.664903,Assembly Point,Anjali Das,Low,34.2,25.43,2.4,1.48,54.13,-0.01690529797607232,True
2026-06-30 04:23:14.664903,Assembly Point,Anjali Das,Low,26.41,5.0,3.73,4.63,55.25,-0.016657559086939444,True
2026-07-02 02:18:14.664903,Zone-C,Neha Verma,Low,20.0,81.04,3.91,4.79,74.95,-0.01661175323767261,True
2026-07-04 19:33:14.664903,Assembly Point,Rahul Sharma,Medium,37.33,19.41,2.98,1.83,55.3,-0.01641296930714764,True
2026-06-21 07:38:14.664903,Assembly Point,Anjali Das,Low,22.54,38.35,1.72,3.07,57.92,-0.016247191837410524,True
2026-06-23 05:13:14.664903,Furnace Area,Neha Verma,High,52.31,63.02,7.72,6.84,96.14,-0.016213485681091044,True
2026-07-05 15:43:14.664903,Assembly Point,Rohit Gupta,Low,24.38,14.42,1.2,6.35,66.56,-0.01606761574904192,True
2026-06-25 04:28:14.664903,Assembly Point,Meera Joshi,Low,22.1,13.6,2.89,3.42,60.54,-0.015931951820534085,True
2026-07-06 02:58:14.664903,Furnace Area,Arjun Nair,Medium,55.58,18.05,4.96,5.69,110.11,-0.015482755868337472,True
2026-06-21 18:48:14.664903,Assembly Point,Meera Joshi,Low,23.19,13.65,2.45,2.25,67.05,-0.01544556643122108,True
2026-07-06 15:48:14.664903,Assembly Point,Arjun Nair,Low,31.57,30.55,1.19,2.31,51.42,-0.01531029821100105,True
2026-07-06 07:48:14.664903,Chemical Storage,Sneha Patel,High,47.98,91.71,2.8,7.4,81.68,-0.015214756811699592,True
2026-06-25 21:13:14.664903,Assembly Point,Rahul Sharma,Low,48.52,32.3,2.9,2.5,56.44,-0.015199630486799176,True
2026-06-29 19:18:14.664903,Assembly Point,Karan Singh,Low,30.39,10.18,6.92,4.03,58.39,-0.014739429633896628,True
2026-07-03 03:58:14.664903,Chemical Storage,Neha Verma,Critical,39.18,91.41,5.12,3.45,85.59,-0.014714693927094125,True
2026-06-28 09:13:14.664903,Furnace Area,Vikram Rao,Critical,47.2,69.68,5.61,8.59,84.67,-0.014409272885480773,True
2026-07-04 15:58:14.664903,Zone-C,Neha Verma,Medium,55.0,63.09,4.79,8.46,72.35,-0.014356148981608197,True
2026-06-22 08:43:14.664903,Furnace Area,Meera Joshi,Critical,50.71,46.65,6.52,8.83,91.24,-0.014065399949964141,True
2026-07-07 13:23:14.664903,Chemical Storage,Neha Verma,Critical,38.98,93.86,4.48,8.04,75.95,-0.013884269911539127,True
2026-06-30 05:23:14.664903,Chemical Storage,Meera Joshi,High,31.41,121.68,5.77,3.82,76.93,-0.013876403448426777,True
2026-07-02 00:08:14.664903,Assembly Point,Rohit Gupta,Low,24.16,27.07,1.43,3.12,55.98,-0.013859315130177685,True
2026-07-07 06:38:14.664903,Furnace Area,Rohit Gupta,Medium,54.42,13.26,3.68,8.02,90.15,-0.01382379049980298,True
2026-06-21 15:28:14.664903,Furnace Area,Fatima Khan,Medium,43.48,5.0,5.97,8.49,87.96,-0.01381700454967616,True
2026-07-02 11:53:14.664903,Furnace Area,Neha Verma,Medium,54.72,41.0,6.45,8.88,79.29,-0.013738360880559464,True
2026-06-26 09:53:14.664903,Assembly Point,Karan Singh,Low,29.13,8.88,0.86,1.99,68.84,-0.013248840360641778,True
2026-06-21 12:28:14.664903,Furnace Area,Amit Kumar,High,42.87,10.43,5.77,7.05,99.79,-0.012905464204205686,True
2026-06-28 09:38:14.664903,Zone-B,Neha Verma,Critical,48.58,12.26,8.85,4.65,82.27,-0.012638318795319403,True
2026-06-27 22:43:14.664903,Assembly Point,Priya Reddy,Low,23.97,16.43,5.91,3.92,62.3,-0.01245201740896218,True
2026-07-07 15:03:14.664903,Zone-C,Sneha Patel,High,35.48,39.51,7.97,7.09,98.97,-0.012273513297336391,True
2026-06-22 20:53:14.664903,Furnace Area,Fatima Khan,Medium,61.1,31.86,5.49,8.11,93.76,-0.012120040540768207,True
2026-07-01 17:03:14.664903,Furnace Area,Fatima Khan,Medium,49.43,34.12,8.37,6.11,98.58,-0.012116091792142236,True
2026-07-01 20:53:14.664903,Furnace Area,Rahul Sharma,High,46.12,25.33,8.19,7.14,97.41,-0.011901053776332327,True
2026-06-25 12:08:14.664903,Furnace Area,Rohit Gupta,Critical,41.01,70.09,7.97,7.54,85.65,-0.011860809053805044,True
2026-07-03 06:18:14.664903,Furnace Area,Priya Reddy,Critical,41.23,14.5,7.0,8.93,79.36,-0.011780728041055122,True
2026-07-03 10:58:14.664903,Assembly Point,Vikram Rao,Low,30.5,32.84,0.5,2.9,52.8,-0.011693819741969258,True
2026-07-08 05:18:14.664903,Assembly Point,Meera Joshi,Low,30.97,35.82,1.58,1.33,56.39,-0.011552999861906721,True
2026-07-03 19:43:14.664903,Assembly Point,Rahul Sharma,Low,45.78,22.28,0.79,1.57,64.72,-0.01144851440095751,True
2026-07-07 08:33:14.664903,Assembly Point,Anjali Das,Low,22.6,22.38,2.84,3.44,54.63,-0.011401776301021238,True
2026-07-03 01:38:14.664903,Furnace Area,Neha Verma,Critical,53.85,39.41,4.21,9.48,92.55,-0.011390169326145672,True
2026-07-06 00:18:14.664903,Assembly Point,Meera Joshi,Low,26.31,20.0,1.69,2.77,49.32,-0.01126104858798116,True
2026-07-05 08:48:14.664903,Furnace Area,Amit Kumar,Medium,50.45,13.7,4.52,6.92,101.14,-0.01114524375245185,True
