timestamp,worker_id,worker_name,zone_id,latitude,longitude,ppe_status,risk_zone,entry_status
2026-06-21 09:33:14.664903,W006,Neha Verma,Chemical Storage,17.442072,78.378977,OK,High-Risk,Allowed
2026-06-21 09:38:14.664903,W006,Neha Verma,Zone-B,17.444876,78.378696,Missing Gloves,Normal,Allowed
2026-06-21 09:43:14.664903,W011,Rohit Gupta,Chemical Storage,17.441969,78.378192,OK,High-Risk,Allowed
2026-06-21 09:48:14.664903,W003,Amit Kumar,Furnace Area,17.443823,78.381358,OK,High-Risk,Allowed
2026-06-21 09:53:14.664903,W010,Anjali Das,Furnace Area,17.442888,78.382317,OK,High-Risk,Allowed
2026-06-21 09:58:14.664903,W009,Vikram Rao,Zone-A,17.443457,78.376497,No Mask,High-Risk,Restricted
2026-06-21 10:03:14.664903,W010,Anjali Das,Zone-C,17.447089,78.38025,OK,Normal,Allowed
2026-06-21 10:08:14.664903,W006,Neha Verma,Furnace Area,17.443545,78.381502,OK,High-Risk,Allowed
2026-06-21 10:13:14.664903,W002,Priya Reddy,Assembly Point,17.446654,78.377232,OK,Normal,Allowed
2026-06-21 10:18:14.664903,W003,Amit Kumar,Furnace Area,17.443643,78.381442,OK,High-Risk,Restricted
2026-06-21 10:23:14.664903,W006,Neha Verma,Zone-B,17.4454,78.379234,OK,Normal,Allowed
2026-06-21 10:28:14.664903,W003,Amit Kumar,Furnace Area,17.442688,78.381277,OK,High-Risk,Allowed
2026-06-21 10:33:14.664903,W009,Vikram Rao,Zone-A,17.445869,78.376828,Missing Helmet,High-Risk,Allowed
2026-06-21 10:38:14.664903,W009,Vikram Rao,Chemical Storage,17.441848,78.378913,No Mask,High-Risk,Allowed
2026-06-21 10:43:14.664903,W003,Amit Kumar,Zone-B,17.446168,78.379454,OK,Normal,Allowed
2026-06-21 10:48:14.664903,W010,Anjali Das,Chemical Storage,17.441825,78.37852,OK,High-Risk,Allowed
2026-06-21 10:53:14.664903,W008,Meera Joshi,Zone-A,17.444552,78.378714,OK,High-Risk,Allowed
2026-06-21 10:58:14.664903,W008,Meera Joshi,Zone-B,17.445395,78.379426,OK,Normal,Allowed
2026-06-21 11:03:14.664903,W007,Arjun Nair,Zone-B,17.445293,78.37851,Missing Helmet,Normal,Allowed
2026-06-21 11:08:14.664903,W008,Meera Joshi,Zone-A,17.444054,78.376811,Missing Helmet,High-Risk,Allowed
2026-06-21 11:13:14.664903,W005,Karan Singh,Chemical Storage,17.441385,78.378996,Missing Gloves,High-Risk,Allowed
2026-06-21 11:18:14.664903,W001,Rahul Sharma,Assembly Point,17.447031,78.377693,OK,Normal,Allowed
2026-06-21 11:23:14.664903,W006,Neha Verma,Zone-B,17.445031,78.379246,OK,Normal,Allowed
2026-06-21 11:28:14.664903,W008,Meera Joshi,Assembly Point,17.44742,78.376799,OK,Normal,Allowed
2026-06-21 11:33:14.664903,W005,Karan Singh,Zone-A,17.444037,78.378208,OK,High-Risk,Allowed
2026-06-21 11:38:14.664903,W002,Priya Reddy,Zone-B,17.444723,78.379588,OK,Normal,Allowed
2026-06-21 11:43:14.664903,W009,Vikram Rao,Zone-A,17.442991,78.377732,OK,High-Risk,Allowed
2026-06-21 11:48:14.664903,W009,Vikram Rao,Furnace Area,17.442389,78.382352,OK,High-Risk,Allowed
2026-06-21 11:53:14.664903,W011,Rohit Gupta,Zone-C,17.446227,78.379923,OK,Normal,Allowed
2026-06-21 11:58:14.664903,W011,Rohit Gupta,Zone-B,17.445601,78.37998,OK,Normal,Allowed
2026-06-21 12:03:14.664903,W011,Rohit Gupta,Zone-B,17.445827,78.379445,OK,Normal,Allowed
2026-06-21 12:08:14.664903,W008,Meera Joshi,Zone-A,17.443618,78.378415,OK,High-Risk,Allowed
2026-06-21 12:13:14.664903,W008,Meera Joshi,Chemical Storage,17.442466,78.378098,OK,High-Risk,Allowed
2026-06-21 12:18:14.664903,W002,Priya Reddy,Zone-B,17.445284,78.379429,OK,Normal,Allowed
2026-06-21 12:23:14.664903,W012,Fatima Khan,Zone-B,17.444862,78.380102,OK,Normal,Allowed
2026-06-21 12:28:14.664903,W003,Amit Kumar,Furnace Area,17.442879,78.382055,OK,High-Risk,Allowed
2026-06-21 12:33:14.664903,W006,Neha Verma,Chemical Storage,17.443134,78.379466,OK,High-Risk,Allowed
2026-06-21 12:38:14.664903,W001,Rahul Sharma,Chemical Storage,17.44163,78.378482,No Mask,High-Risk,Restricted
2026-06-21 12:43:14.664903,W001,Rahul Sharma,Chemical Storage,17.442904,78.377282,No Mask,High-Risk,Restricted
2026-06-21 12:48:14.664903,W008,Meera Joshi,Zone-A,17.444343,78.377167,OK,High-Risk,Allowed
2026-06-21 12:53:14.664903,W004,Sneha Patel,Furnace Area,17.44211,78.381,OK,High-Risk,Allowed
2026-06-21 12:58:14.664903,W004,Sneha Patel,Chemical Storage,17.443554,78.378767,OK,High-Risk,Allowed
2026-06-21 13:03:14.664903,W012,Fatima Khan,Zone-C,17.44635,78.380374,OK,Normal,Allowed
2026-06-21 13:08:14.664903,W002,Priya Reddy,Zone-C,17.445001,78.381041,OK,Normal,Allowed
2026-06-21 13:13:14.664903,W003,Amit Kumar,Chemical Storage,17.442876,78.377772,OK,High-Risk,Allowed
2026-06-21 13:18:14.664903,W009,Vikram Rao,Zone-A,17.444252,78.377809,Missing Gloves,High-Risk,Restricted
2026-06-21 13:23:14.664903,W012,Fatima Khan,Zone-C,17.446541,78.381135,OK,Normal,Allowed
2026-06-21 13:28:14.664903,W011,Rohit Gupta,Assembly Point,17.446298,78.376612,OK,Normal,Allowed
2026-06-21 13:33:14.664903,W003,Amit Kumar,Furnace Area,17.44433,78.381617,OK,High-Risk,Allowed
2026-06-21 13:38:14.664903,W009,Vikram Rao,Assembly Point,17.447591,78.376192,OK,Normal,Allowed
2026-06-21 13:43:14.664903,W005,Karan Singh,Zone-A,17.443333,78.376192,OK,High-Risk,Restricted
2026-06-21 13:48:14.664903,W010,Anjali Das,Furnace Area,17.442274,78.382449,OK,High-Risk,Allowed
2026-06-21 13:53:14.664903,W011,Rohit Gupta,Zone-C,17.44465,78.382004,OK,Normal,Allowed
2026-06-21 13:58:14.664903,W007,Arjun Nair,Chemical Storage,17.442495,78.378916,OK,High-Risk,Allowed
2026-06-21 14:03:14.664903,W012,Fatima Khan,Zone-B,17.444672,78.378804,OK,Normal,Allowed
2026-06-21 14:08:14.664903,W004,Sneha Patel,Zone-A,17.445074,78.377843,OK,High-Risk,Allowed
2026-06-21 14:13:14.664903,W004,Sneha Patel,Furnace Area,17.443585,78.380622,OK,High-Risk,Allowed
2026-06-21 14:18:14.664903,W009,Vikram Rao,Zone-A,17.444408,78.377186,OK,High-Risk,Allowed
2026-06-21 14:23:14.664903,W010,Anjali Das,Zone-B,17.445286,78.37938,OK,Normal,Allowed
2026-06-21 14:28:14.664903,W002,Priya Reddy,Zone-A,17.445325,78.376329,OK,High-Risk,Allowed
2026-06-21 14:33:14.664903,W004,Sneha Patel,Furnace Area,17.442729,78.381495,OK,High-Risk,Allowed
2026-06-21 14:38:14.664903,W010,Anjali Das,Furnace Area,17.44349,78.38117,OK,High-Risk,Allowed
2026-06-21 14:43:14.664903,W004,Sneha Patel,Chemical Storage,17.44171,78.377541,OK,High-Risk,Allowed
2026-06-21 14:48:14.664903,W009,Vikram Rao,Zone-A,17.443712,78.377598,OK,High-Risk,Allowed
2026-06-21 14:53:14.664903,W009,Vikram Rao,Furnace Area,17.442746,78.380443,OK,High-Risk,Allowed
2026-06-21 14:58:14.664903,W010,Anjali Das,Assembly Point,17.447683,78.375004,OK,Normal,Allowed
2026-06-21 15:03:14.664903,W011,Rohit Gupta,Zone-B,17.444706,78.378961,OK,Normal,Allowed
2026-06-21 15:08:14.664903,W010,Anjali Das,Furnace Area,17.44221,78.381222,OK,High-Risk,Allowed
2026-06-21 15:13:14.664903,W008,Meera Joshi,Zone-B,17.444435,78.378779,Missing Helmet,Normal,Allowed
2026-06-21 15:18:14.664903,W001,Rahul Sharma,Chemical Storage,17.441884,78.378593,OK,High-Risk,Allowed
2026-06-21 15:23:14.664903,W008,Meera Joshi,Assembly Point,17.445815,78.376756,OK,Normal,Allowed
2026-06-21 15:28:14.664903,W012,Fatima Khan,Furnace Area,17.443787,78.381357,OK,High-Risk,Allowed
2026-06-21 15:33:14.664903,W005,Karan Singh,Assembly Point,17.446632,78.377094,OK,Normal,Allowed
2026-06-21 15:38:14.664903,W012,Fatima Khan,Assembly Point,17.447094,78.37716,No Mask,Normal,Allowed
2026-06-21 15:43:14.664903,W003,Amit Kumar,Chemical Storage,17.442107,78.377582,OK,High-Risk,Allowed
2026-06-21 15:48:14.664903,W004,Sneha Patel,Zone-C,17.446771,78.380351,OK,Normal,Allowed
2026-06-21 15:53:14.664903,W004,Sneha Patel,Chemical Storage,17.441253,78.37892,OK,High-Risk,Allowed
2026-06-21 15:58:14.664903,W002,Priya Reddy,Chemical Storage,17.441864,78.378071,OK,High-Risk,Allowed
2026-06-21 16:03:14.664903,W011,Rohit Gupta,Zone-C,17.446706,78.381233,Missing Gloves,Normal,Allowed
2026-06-21 16:08:14.664903,W010,Anjali Das,Zone-A,17.443943,78.376381,OK,High-Risk,Allowed
2026-06-21 16:13:14.664903,W001,Rahul Sharma,Assembly Point,17.446718,78.376674,No Mask,Normal,Allowed
2026-06-21 16:18:14.664903,W001,Rahul Sharma,Assembly Point,17.446419,78.377238,No Mask,Normal,Allowed
2026-06-21 16:23:14.664903,W008,Meera Joshi,Furnace Area,17.443079,78.382498,OK,High-Risk,Allowed
2026-06-21 16:28:14.664903,W011,Rohit Gupta,Chemical Storage,17.442828,78.378076,OK,High-Risk,Allowed
2026-06-21 16:33:14.664903,W011,Rohit Gupta,Zone-A,17.444619,78.37741,OK,High-Risk,Allowed
2026-06-21 16:38:14.664903,W006,Neha Verma,Zone-A,17.443626,78.378609,OK,High-Risk,Allowed
2026-06-21 16:43:14.664903,W005,Karan Singh,Furnace Area,17.44404,78.38084,OK,High-Risk,Allowed
2026-06-21 16:48:14.664903,W005,Karan Singh,Assembly Point,17.44657,78.375405,OK,Normal,Allowed
2026-06-21 16:53:14.664903,W008,Meera Joshi,Assembly Point,17.447419,78.377916,OK,Normal,Allowed
2026-06-21 16:58:14.664903,W009,Vikram Rao,Zone-C,17.446755,78.380777,OK,Normal,Allowed
2026-06-21 17:03:14.664903,W009,Vikram Rao,Chemical Storage,17.443539,78.377728,OK,High-Risk,Allowed
2026-06-21 17:08:14.664903,W003,Amit Kumar,Furnace Area,17.442792,78.381183,OK,High-Risk,Allowed
2026-06-21 17:13:14.664903,W001,Rahul Sharma,Zone-C,17.446864,78.381221,OK,Normal,Allowed
2026-06-21 17:18:14.664903,W012,Fatima Khan,Chemical Storage,17.44251,78.379367,OK,High-Risk,Restricted
2026-06-21 17:23:14.664903,W008,Meera Joshi,Assembly Point,17.447496,78.375167,OK,Normal,Allowed
2026-06-21 17:28:14.664903,W007,Arjun Nair,Zone-C,17.445543,78.380254,No Mask,Normal,Allowed
2026-06-21 17:33:14.664903,W003,Amit Kumar,Chemical Storage,17.441263,78.378811,OK,High-Risk,Allowed
2026-06-21 17:38:14.664903,W001,Rahul Sharma,Zone-B,17.445654,78.378915,OK,Normal,Allowed
2026-06-21 17:43:14.664903,W004,Sneha Patel,Chemical Storage,17.443309,78.37822,OK,High-Risk,Restricted
2026-06-21 17:48:14.664903,W010,Anjali Das,Furnace Area,17.444084,78.380914,OK,High-Risk,Allowed
2026-06-21 17:53:14.664903,W001,Rahul Sharma,Chemical Storage,17.443543,78.379346,OK,High-Risk,Restricted
2026-06-21 17:58:14.664903,W004,Sneha Patel,Assembly Point,17.447098,78.376281,OK,Normal,Allowed
2026-06-21 18:03:14.664903,W005,Karan Singh,Zone-B,17.444401,78.378864,OK,Normal,Allowed
2026-06-21 18:08:14.664903,W012,Fatima Khan,Assembly Point,17.447542,78.375683,No Mask,Normal,Allowed
2026-06-21 18:13:14.664903,W011,Rohit Gupta,Assembly Point,17.446839,78.377162,OK,Normal,Allowed
2026-06-21 18:18:14.664903,W009,Vikram Rao,Zone-B,17.443962,78.379226,Missing Gloves,Normal,
2026-06-21 18:23:14.664903,W007,Arjun Nair,Furnace Area,17.442381,78.379289,OK,High-Risk,Allowed
2026-06-21 18:28:14.664903,W002,Priya Reddy,Chemical Storage,17.442428,78.377801,Missing Helmet,High-Risk,Allowed
2026-06-21 18:33:14.664903,W009,Vikram Rao,Chemical Storage,17.441485,78.377921,Missing Gloves,High-Risk,Allowed
2026-06-21 18:38:14.664903,W012,Fatima Khan,Zone-B,17.44501,78.378985,OK,Normal,Allowed
2026-06-21 18:43:14.664903,W006,Neha Verma,Zone-B,17.445247,78.379361,OK,Normal,Allowed
2026-06-21 18:48:14.664903,W008,Meera Joshi,Assembly Point,17.44615,78.376727,Missing Gloves,Normal,Allowed
2026-06-21 18:53:14.664903,W007,Arjun Nair,Zone-C,17.44654,78.381204,OK,Normal,Allowed
2026-06-21 18:58:14.664903,W004,Sneha Patel,Zone-B,17.444943,78.378421,OK,Normal,Allowed
2026-06-21 19:03:14.664903,W012,Fatima Khan,Chemical Storage,17.440446,78.377793,OK,High-Risk,Allowed
2026-06-21 19:08:14.664903,W009,Vikram Rao,Zone-C,17.447362,78.379948,OK,Normal,Allowed
2026-06-21 19:13:14.664903,W001,Rahul Sharma,Chemical Storage,17.442326,78.378323,OK,High-Risk,Restricted
2026-06-21 19:18:14.664903,W006,Neha Verma,Furnace Area,17.445435,78.381509,OK,High-Risk,Allowed
2026-06-21 19:23:14.664903,W001,Rahul Sharma,Zone-C,17.447043,78.379932,OK,Normal,Allowed
2026-06-21 19:28:14.664903,W003,Amit Kumar,Chemical Storage,17.442697,78.378839,OK,High-Risk,Allowed
2026-06-21 19:33:14.664903,W006,Neha Verma,Zone-C,17.445731,78.380697,OK,Normal,Allowed
2026-06-21 19:38:14.664903,W002,Priya Reddy,Chemical Storage,17.442417,78.377756,OK,High-Risk,Allowed
2026-06-21 19:43:14.664903,W001,Rahul Sharma,Zone-A,17.444506,78.377428,OK,High-Risk,Allowed
2026-06-21 19:48:14.664903,W009,Vikram Rao,Assembly Point,17.448022,78.375695,OK,Normal,Allowed
2026-06-21 19:53:14.664903,W002,Priya Reddy,Zone-B,17.446108,78.378984,Missing Gloves,Normal,Allowed
2026-06-21 19:58:14.664903,W004,Sneha Patel,Zone-B,17.444943,78.378726,OK,Normal,Allowed
2026-06-21 20:03:14.664903,W010,Anjali Das,Furnace Area,17.443899,78.380998,OK,High-Risk,Restricted
2026-06-21 20:08:14.664903,W012,Fatima Khan,Assembly Point,17.447931,78.376075,OK,Normal,Allowed
2026-06-21 20:13:14.664903,W010,Anjali Das,Furnace Area,17.44381,78.380358,No Mask,High-Risk,Allowed
