timestamp,zone_id,temperature,gas_level,vibration,pressure,noise_level,machine_status,risk_label,worker_id,worker_name,latitude,longitude,ppe_status,risk_zone,entry_status,fault_history_count,maintenance_status,allowed_task,valid_from,valid_to,permit_status,maintenance_overdue,ppe_violation,invalid_permit,restricted_entry
2026-06-21 02:58:14.664903,Zone-A,32.69,55.23,2.55,5.09,81.53,Running,Low,W006,Neha Verma,17.444706,78.37636,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-15 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-21 03:03:14.664903,Zone-B,31.33,29.3,2.22,6.57,77.83,Warning,Medium,W009,Vikram Rao,17.444317,78.379643,Missing Helmet,Normal,Allowed,2.0,Overdue,No active permit,,,Invalid,1,1,1,0
2026-06-21 03:08:14.664903,Chemical Storage,47.61,70.39,0.98,4.52,84.87,Running,High,W002,Priya Reddy,17.441605,78.378811,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Expired,0,0,1,0
2026-06-21 03:13:14.664903,Zone-B,36.87,23.88,2.93,1.56,67.83,Warning,Low,W008,Meera Joshi,17.445023,78.378127,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-14 08:43:14.657471,2026-07-16 08:43:14.657471,Valid,1,0,0,0
2026-06-21 03:18:14.664903,Furnace Area,57.16,10.84,4.97,6.13,98.09,Running,Medium,W004,Sneha Patel,17.442195,78.382114,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-19 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,0,0,0
2026-06-21 03:23:14.664903,Zone-C,34.05,28.22,4.55,5.7,77.8,Running,Low,W001,Rahul Sharma,17.446449,78.38013,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-19 08:43:14.657471,2026-07-14 08:43:14.657471,Valid,0,0,0,0
2026-06-21 03:28:14.664903,Zone-C,34.57,47.95,5.9,4.26,96.93,Running,Low,W009,Vikram Rao,17.445034,78.380294,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 03:33:14.664903,Zone-B,35.94,38.37,2.25,4.59,71.55,Warning,Low,W004,Sneha Patel,17.444787,78.379595,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-15 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,1,0,0,0
2026-06-21 03:38:14.664903,Chemical Storage,38.79,49.69,3.88,5.31,81.69,Running,Low,W005,Karan Singh,17.442541,78.37792,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 03:43:14.664903,Zone-B,30.2,43.97,3.73,6.83,75.82,Warning,Low,W003,Amit Kumar,17.446094,78.378586,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-20 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,1,0,0,0
2026-06-21 03:48:14.664903,Zone-A,51.58,42.57,3.24,6.3,83.78,Running,Medium,W008,Meera Joshi,17.444669,78.378114,No Mask,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-14 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,1,0,0
2026-06-21 03:53:14.664903,Chemical Storage,37.11,66.18,5.69,5.32,75.09,Running,Medium,W002,Priya Reddy,17.442168,78.378917,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Expired,0,0,1,0
2026-06-21 03:58:14.664903,Zone-B,28.91,60.11,1.79,3.59,83.11,Warning,Low,W004,Sneha Patel,17.445754,78.379437,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-15 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,1,0,0,0
2026-06-21 04:03:14.664903,Zone-C,37.14,39.85,2.92,5.58,77.26,Running,Low,W008,Meera Joshi,17.447083,78.380297,OK,Normal,Allowed,3.3333333333333335,OK,No active permit,,,Invalid,0,0,1,0
2026-06-21 04:08:14.664903,Assembly Point,26.87,16.14,2.0,2.94,59.24,Running,Low,W002,Priya Reddy,17.447271,78.376571,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-16 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,0
2026-06-21 04:13:14.664903,Zone-A,33.47,39.35,3.78,3.75,68.15,Running,Low,W002,Priya Reddy,17.443597,78.377051,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 04:18:14.664903,Zone-B,34.55,77.37,4.03,4.64,74.87,Warning,Medium,W008,Meera Joshi,17.444498,78.378987,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-14 08:43:14.657471,2026-07-16 08:43:14.657471,Valid,1,0,0,0
2026-06-21 04:23:14.664903,Furnace Area,47.56,31.87,4.51,6.52,98.73,Running,Low,W011,Rohit Gupta,17.443124,78.381581,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Expired,0,0,1,0
2026-06-21 04:28:14.664903,Chemical Storage,40.45,53.19,3.07,5.01,76.68,Running,Low,W005,Karan Singh,17.441559,78.378517,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 04:33:14.664903,Zone-C,36.49,86.05,5.15,7.65,76.63,Running,Medium,W010,Anjali Das,17.447011,78.380528,No Mask,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-21 08:43:14.657471,2026-07-09 08:43:14.657471,Expired,0,1,1,0
2026-06-21 04:38:14.664903,Chemical Storage,65.6,48.3,1.79,4.4,61.13,Running,Medium,W010,Anjali Das,17.441732,78.377969,OK,High-Risk,Restricted,4.0,OK,Chemical inventory check,2026-06-17 08:43:14.657471,2026-07-10 08:43:14.657471,Valid,0,0,0,1
2026-06-21 04:43:14.664903,Furnace Area,49.75,32.1,7.75,6.95,83.96,Stopped,Critical,W008,Meera Joshi,17.442571,78.381644,No Mask,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-15 08:43:14.657471,Expired,0,1,1,0
2026-06-21 04:48:14.664903,Zone-B,26.4,56.98,4.42,4.33,63.01,Stopped,Low,W002,Priya Reddy,17.446148,78.37892,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-15 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,1,0,0,0
2026-06-21 04:53:14.664903,Furnace Area,55.19,8.87,4.78,6.01,88.33,Running,Critical,W008,Meera Joshi,17.442885,78.381736,Missing Helmet,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-15 08:43:14.657471,Expired,0,1,1,0
2026-06-21 04:58:14.664903,Zone-A,30.66,43.29,3.64,5.71,82.98,Running,Low,W009,Vikram Rao,17.443313,78.376126,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 05:03:14.664903,Assembly Point,37.39,23.99,3.86,5.05,65.81,Running,Low,W008,Meera Joshi,17.447926,78.376447,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-18 08:43:14.657471,2026-07-16 08:43:14.657471,Valid,0,0,0,0
2026-06-21 05:08:14.664903,Zone-B,43.3,56.06,2.7,5.77,79.52,Stopped,Medium,W001,Rahul Sharma,17.446158,78.378325,No Mask,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-17 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,1,1,0,0
2026-06-21 05:13:14.664903,Furnace Area,52.43,40.7,3.39,4.82,73.73,Running,High,W003,Amit Kumar,17.443011,78.381802,Missing Helmet,High-Risk,Allowed,2.0,OK,No active permit,,,Invalid,0,1,1,0
2026-06-21 05:18:14.664903,Furnace Area,56.51,28.89,7.45,4.62,76.08,Running,Medium,W007,Arjun Nair,17.443161,78.381569,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-21 08:43:14.657471,2026-07-12 08:43:14.657471,Expired,0,0,1,0
2026-06-21 05:23:14.664903,Zone-C,51.1,15.19,3.89,4.2,86.69,Running,Low,W009,Vikram Rao,17.446657,78.379742,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 05:28:14.664903,Chemical Storage,34.43,45.29,2.72,5.96,69.1,Running,Low,W008,Meera Joshi,17.442453,78.378129,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-18 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,0
2026-06-21 05:33:14.664903,Zone-B,29.04,33.72,1.76,4.25,66.61,Warning,Low,W012,Fatima Khan,17.446575,78.379025,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-15 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,1,0,0,0
2026-06-21 05:38:14.664903,Chemical Storage,33.5,60.57,2.67,4.78,80.3,Running,Medium,W007,Arjun Nair,17.44263,78.378129,OK,High-Risk,Restricted,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-16 08:43:14.657471,Expired,0,0,1,1
2026-06-21 05:43:14.664903,Furnace Area,46.12,24.7,2.74,4.48,97.57,Running,High,W010,Anjali Das,17.444351,78.381126,Missing Gloves,High-Risk,Restricted,2.0,OK,Heat treatment support,2026-06-14 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,0,1,0,1
2026-06-21 05:48:14.664903,Chemical Storage,39.88,97.37,6.49,6.12,75.1,Running,High,W003,Amit Kumar,17.441431,78.377375,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-16 08:43:14.657471,2026-07-11 08:43:14.657471,Valid,0,0,0,0
2026-06-21 05:53:14.664903,Furnace Area,50.02,18.92,3.79,5.35,80.43,Running,Low,W006,Neha Verma,17.444381,78.381917,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-17 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,0,0,0,0
2026-06-21 05:58:14.664903,Chemical Storage,36.96,75.76,2.89,4.14,86.66,Running,High,W005,Karan Singh,17.442477,78.377774,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 06:03:14.664903,Chemical Storage,36.05,83.41,1.14,5.93,89.37,Running,High,W001,Rahul Sharma,17.441121,78.378894,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-19 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,0,0,0,0
2026-06-21 06:08:14.664903,Zone-A,32.75,39.15,2.79,4.34,78.34,Running,Low,W002,Priya Reddy,17.443518,78.377389,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 06:13:14.664903,Furnace Area,66.8,25.13,4.41,5.42,93.29,Running,Medium,W008,Meera Joshi,17.443551,78.380616,OK,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-20 08:43:14.657471,2026-07-15 08:43:14.657471,Expired,0,0,1,0
2026-06-21 06:18:14.664903,Zone-C,34.5,49.02,2.0,6.04,77.36,Running,Low,W010,Anjali Das,17.446799,78.379866,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-21 08:43:14.657471,2026-07-09 08:43:14.657471,Expired,0,0,1,0
2026-06-21 06:23:14.664903,Assembly Point,21.98,5.0,1.56,3.76,58.67,Running,Low,W008,Meera Joshi,17.447547,78.375237,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-18 08:43:14.657471,2026-07-16 08:43:14.657471,Valid,0,0,0,0
2026-06-21 06:28:14.664903,Zone-A,54.32,30.47,2.72,5.25,71.98,Running,High,W011,Rohit Gupta,17.443831,78.377904,Missing Gloves,High-Risk,Allowed,3.6666666666666665,OK,No active permit,,,Invalid,0,1,1,0
2026-06-21 06:33:14.664903,Assembly Point,28.12,30.03,0.5,4.03,75.09,Running,Low,W004,Sneha Patel,17.44537,78.375842,OK,Normal,Allowed,5.666666666666667,OK,No active permit,,,Invalid,0,0,1,0
2026-06-21 06:38:14.664903,Chemical Storage,39.89,55.56,3.25,4.4,76.61,Running,Low,W011,Rohit Gupta,17.441991,78.379317,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-19 08:43:14.657471,2026-07-14 08:43:14.657471,Valid,0,0,0,0
2026-06-21 06:43:14.664903,Zone-A,37.27,49.05,3.01,4.71,74.97,Running,Low,W006,Neha Verma,17.444376,78.376905,OK,High-Risk,Restricted,3.6666666666666665,OK,Welding inspection,2026-06-15 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,0,0,1
2026-06-21 06:48:14.664903,Furnace Area,50.45,52.9,6.55,5.67,96.41,Running,Critical,W006,Neha Verma,17.442914,78.379873,Missing Helmet,High-Risk,Allowed,2.0,OK,Heat treatment support,2026-06-17 08:43:14.657471,2026-07-15 08:43:14.657471,Valid,0,1,0,0
2026-06-21 06:53:14.664903,Chemical Storage,31.96,35.55,5.89,5.02,87.74,Running,Medium,W006,Neha Verma,17.442329,78.378347,OK,High-Risk,Allowed,4.0,OK,No active permit,,,Invalid,0,0,1,0
2026-06-21 06:58:14.664903,Zone-C,38.15,13.47,7.35,6.27,71.65,Warning,Low,W009,Vikram Rao,17.447201,78.380637,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 07:03:14.664903,Chemical Storage,37.28,65.59,9.29,5.18,77.74,Warning,Medium,W006,Neha Verma,17.441778,78.377905,OK,High-Risk,Allowed,4.0,OK,No active permit,,,Invalid,0,0,1,0
2026-06-21 07:08:14.664903,Zone-C,38.15,29.73,4.09,5.02,85.35,Running,Low,W012,Fatima Khan,17.446634,78.381126,OK,Normal,Allowed,3.3333333333333335,OK,Electrical inspection,2026-06-22 08:43:14.657471,2026-07-09 08:43:14.657471,Expired,0,0,1,0
2026-06-21 07:13:14.664903,Zone-C,31.45,36.76,2.83,5.06,84.64,Running,Medium,W002,Priya Reddy,17.44693,78.379754,No Mask,Normal,Allowed,3.3333333333333335,OK,No active permit,,,Invalid,0,1,1,0
2026-06-21 07:18:14.664903,Chemical Storage,41.35,74.27,3.3,6.88,70.58,Running,High,W009,Vikram Rao,17.441229,78.377255,OK,High-Risk,Allowed,4.0,OK,Chemical inventory check,2026-06-14 08:43:14.657471,2026-07-14 08:43:14.657471,Valid,0,0,0,0
2026-06-21 07:23:14.664903,Assembly Point,38.48,27.85,1.43,3.78,57.12,Running,Low,W001,Rahul Sharma,17.448812,78.37649,OK,Normal,Allowed,5.666666666666667,OK,No active permit,,,Invalid,0,0,1,0
2026-06-21 07:28:14.664903,Assembly Point,31.55,28.71,2.08,3.72,59.47,Running,Low,W006,Neha Verma,17.44743,78.377717,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-22 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 07:33:14.664903,Zone-A,42.73,64.12,2.89,4.21,77.12,Running,Low,W008,Meera Joshi,17.444139,78.377966,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-14 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,0,0,0,0
2026-06-21 07:38:14.664903,Assembly Point,22.54,38.35,1.72,3.07,57.92,Running,Low,W010,Anjali Das,17.445942,78.376976,OK,Normal,Allowed,5.666666666666667,OK,Safety briefing,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 07:43:14.664903,Zone-B,33.37,19.52,1.45,4.46,74.46,Warning,Low,W003,Amit Kumar,17.445018,78.377948,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-20 08:43:14.657471,2026-07-09 08:43:14.657471,Valid,1,0,0,0
2026-06-21 07:48:14.664903,Chemical Storage,45.92,54.73,0.5,4.95,74.38,Running,Medium,W002,Priya Reddy,17.442587,78.379794,OK,High-Risk,Restricted,4.0,OK,Chemical inventory check,2026-06-21 08:43:14.657471,2026-07-11 08:43:14.657471,Expired,0,0,1,1
2026-06-21 07:53:14.664903,Zone-A,41.63,41.77,5.07,7.77,78.41,Running,Low,W012,Fatima Khan,17.44411,78.377183,OK,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-21 08:43:14.657471,2026-07-10 08:43:14.657471,Expired,0,0,1,0
2026-06-21 07:58:14.664903,Zone-B,33.99,68.93,3.21,4.25,74.77,Running,Low,W010,Anjali Das,17.44482,78.378501,OK,Normal,Allowed,2.0,Overdue,Packing line check,2026-06-20 08:43:14.657471,2026-07-13 08:43:14.657471,Valid,1,0,0,0
2026-06-21 08:03:14.664903,Zone-C,34.53,36.94,5.8,2.85,89.64,Running,High,W007,Arjun Nair,17.447272,78.378949,Missing Gloves,Normal,Allowed,3.3333333333333335,OK,No active permit,,,Invalid,0,1,1,0
2026-06-21 08:08:14.664903,Zone-A,34.29,40.54,1.81,4.42,70.23,Running,Low,W003,Amit Kumar,17.445327,78.377855,No Mask,High-Risk,Allowed,3.6666666666666665,OK,Welding inspection,2026-06-14 08:43:14.657471,2026-07-12 08:43:14.657471,Valid,0,1,0,0
